Target Number,Indicator Number,Description,St. Code,State or Union Territory,Value,Processed Value,Final Value,Map Score,Score,Source
6,6.01,"Kidnapping and Abduction per 100,000",1,Jammu and Kashmir,8.53,54.39,54.39,1.63,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",20,Jharkhand,5.76,70.94,70.94,2.13,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",29,Karnataka,5.51,72.43,72.43,2.17,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",32,Kerala,1.21,98.13,98.13,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",35,Ladakh,2.92,87.89,87.89,2.64,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",31,Lakshadweep,0.00,105.33,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",23,Madhya Pradesh,14.33,19.70,19.70,0.59,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",27,Maharashtra,10.91,40.15,40.15,1.20,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",14,Manipur,3.89,82.09,82.09,2.46,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",17,Meghalaya,4.69,77.34,77.34,2.32,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",15,Mizoram,0.82,100.43,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",13,Nagaland,1.42,96.88,96.88,2.91,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",21,Odisha,13.95,22.01,22.01,0.66,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",34,Puducherry,1.92,93.84,93.84,2.82,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",3,Punjab,5.96,69.71,69.71,2.09,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",8,Rajasthan,12.87,28.42,28.42,0.85,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",11,Sikkim,7.53,60.32,60.32,1.81,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",33,Tamil Nadu,1.02,99.23,99.23,2.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",36,Telangana,8.52,54.45,54.45,1.63,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",16,Tripura,2.86,88.26,88.26,2.65,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",9,Uttar Pradesh,8.14,56.70,56.70,1.70,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",5,Uttarakhand,11.59,36.09,36.09,1.08,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.01,"Kidnapping and Abduction per 100,000",19,West Bengal,8.86,52.39,52.39,1.57,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",35,Andaman and Nicobar Islands,3.15,66.20,66.20,1.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",37,Andhra Pradesh,1.25,92.34,92.34,2.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",12,Arunachal Pradesh,5.35,36.01,36.01,1.08,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",18,Assam,3.57,60.51,60.51,1.82,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",10,Bihar,0.85,97.93,97.93,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",4,Chandigarh,7.39,7.92,7.92,0.24,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",22,Chhattisgarh,4.88,42.48,42.48,1.27,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,1.54,88.44,88.44,2.65,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",7,Delhi,7.22,10.27,10.27,0.31,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",30,Goa,5.00,40.73,40.73,1.22,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",24,Gujarat,1.01,95.69,95.69,2.87,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",6,Haryana,7.05,12.62,12.62,0.38,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",2,Himachal Pradesh,5.23,37.64,37.64,1.13,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",1,Jammu and Kashmir,2.34,77.39,77.39,2.32,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",20,Jharkhand,3.93,55.45,55.45,1.66,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",29,Karnataka,0.97,96.17,96.17,2.89,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",32,Kerala,2.44,76.05,76.05,2.28,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",35,Ladakh,1.82,84.47,84.47,2.53,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",31,Lakshadweep,6.20,24.24,24.24,0.73,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",23,Madhya Pradesh,4.17,52.20,52.20,1.57,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",27,Maharashtra,2.58,74.03,74.03,2.22,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",14,Manipur,1.63,87.09,87.09,2.61,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",17,Meghalaya,2.53,74.80,74.80,2.24,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",15,Mizoram,1.28,92.02,92.02,2.76,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",13,Nagaland,0.35,104.70,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",21,Odisha,3.49,61.60,61.60,1.85,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",34,Puducherry,0.72,99.65,99.65,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",3,Punjab,1.86,83.94,83.94,2.52,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",8,Rajasthan,7.88,1.24,1.24,0.04,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",11,Sikkim,2.13,80.28,80.28,2.41,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",33,Tamil Nadu,0.58,101.54,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",36,Telangana,2.33,77.58,77.58,2.33,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",16,Tripura,1.69,86.36,86.36,2.59,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",9,Uttar Pradesh,1.85,84.17,84.17,2.53,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",5,Uttarakhand,8.60,-8.66,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
1,1.08,"Rape per 100,000",19,West Bengal,1.22,92.83,92.83,2.78,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",35,Andaman and Nicobar Islands,0.26,75.49,75.49,2.26,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",37,Andhra Pradesh,0.36,66.14,66.14,1.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",12,Arunachal Pradesh,0.22,79.78,79.78,2.39,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",18,Assam,0.81,24.38,24.38,0.73,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",10,Bihar,0.02,98.48,98.48,2.95,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",4,Chandigarh,0.09,91.16,91.16,2.73,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",22,Chhattisgarh,0.03,97.08,97.08,2.91,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",7,Delhi,0.02,97.78,97.78,2.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",30,Goa,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",24,Gujarat,0.00,99.69,99.69,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",6,Haryana,1.01,6.18,6.18,0.19,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",2,Himachal Pradesh,0.13,87.77,87.77,2.63,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",1,Jammu and Kashmir,0.09,91.64,91.64,2.75,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",20,Jharkhand,0.27,75.12,75.12,2.25,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",29,Karnataka,0.01,99.39,99.39,2.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",32,Kerala,0.12,88.55,88.55,2.66,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",35,Ladakh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",31,Lakshadweep,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",23,Madhya Pradesh,0.03,97.17,97.17,2.92,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",27,Maharashtra,0.00,99.83,99.83,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",14,Manipur,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",17,Meghalaya,0.67,37.13,37.13,1.11,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",15,Mizoram,0.27,74.50,74.50,2.23,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",13,Nagaland,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",21,Odisha,0.38,64.22,64.22,1.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",34,Puducherry,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",3,Punjab,0.15,85.88,85.88,2.58,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",8,Rajasthan,1.54,-43.28,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",11,Sikkim,0.16,84.72,84.72,2.54,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",33,Tamil Nadu,0.03,97.29,97.29,2.92,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",36,Telangana,0.10,90.41,90.41,2.71,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",16,Tripura,0.22,79.69,79.69,2.39,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",9,Uttar Pradesh,0.10,90.76,90.76,2.72,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",5,Uttarakhand,0.18,83.35,83.35,2.50,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.09,"Attempted Rape per 100,000",19,West Bengal,0.90,15.59,15.59,0.47,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",35,Andaman and Nicobar Islands,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",37,Andhra Pradesh,0.02,87.80,87.80,2.63,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",12,Arunachal Pradesh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",18,Assam,0.01,93.54,93.54,2.81,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",10,Bihar,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",4,Chandigarh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",22,Chhattisgarh,0.00,98.03,98.03,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",7,Delhi,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",30,Goa,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",24,Gujarat,0.00,99.17,99.17,2.97,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",6,Haryana,0.00,98.01,98.01,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",2,Himachal Pradesh,0.01,92.66,92.66,2.78,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",1,Jammu and Kashmir,0.03,83.56,83.56,2.51,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",20,Jharkhand,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",29,Karnataka,0.02,90.10,90.10,2.70,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",32,Kerala,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",35,Ladakh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",31,Lakshadweep,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",23,Madhya Pradesh,0.00,98.61,98.61,2.96,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",27,Maharashtra,0.00,99.55,99.55,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",14,Manipur,0.31,-56.87,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",17,Meghalaya,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",15,Mizoram,0.18,8.12,8.12,0.24,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",13,Nagaland,0.15,23.57,23.57,0.71,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",21,Odisha,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",34,Puducherry,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",3,Punjab,0.01,96.37,96.37,2.89,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",8,Rajasthan,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",11,Sikkim,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",33,Tamil Nadu,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",36,Telangana,0.01,95.68,95.68,2.87,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",16,Tripura,0.03,86.28,86.28,2.59,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",9,Uttar Pradesh,0.00,99.24,99.24,2.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",5,Uttarakhand,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.03,"Offences against State per 100,000",19,West Bengal,0.01,96.13,96.13,2.88,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",35,Andaman and Nicobar Islands,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",37,Andhra Pradesh,0.29,96.84,96.84,2.91,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",12,Arunachal Pradesh,0.07,99.22,99.22,2.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",18,Assam,0.56,93.95,93.95,2.82,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",10,Bihar,0.07,99.26,99.26,2.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",4,Chandigarh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",22,Chhattisgarh,0.11,98.78,98.78,2.96,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",7,Delhi,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",30,Goa,0.89,90.44,90.44,2.71,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",24,Gujarat,0.03,99.68,99.68,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",6,Haryana,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",2,Himachal Pradesh,0.51,94.53,94.53,2.84,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",1,Jammu and Kashmir,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",20,Jharkhand,0.12,98.70,98.70,2.96,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",29,Karnataka,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",32,Kerala,9.45,-1.32,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",35,Ladakh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",31,Lakshadweep,9.31,0.19,0.19,0.01,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",23,Madhya Pradesh,0.08,99.13,99.13,2.97,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",27,Maharashtra,0.66,92.90,92.90,2.79,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",14,Manipur,0.04,99.58,99.58,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",17,Meghalaya,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",15,Mizoram,0.09,99.02,99.02,2.97,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",13,Nagaland,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",21,Odisha,0.04,99.54,99.54,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",34,Puducherry,3.29,64.76,64.76,1.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",3,Punjab,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",8,Rajasthan,5.35,42.61,42.61,1.28,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",11,Sikkim,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",33,Tamil Nadu,3.76,59.68,59.68,1.79,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",36,Telangana,0.46,95.04,95.04,2.85,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",16,Tripura,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",9,Uttar Pradesh,0.01,99.90,99.90,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",5,Uttarakhand,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.01,"Unlawful Assembly per 100,000",19,West Bengal,0.30,96.77,96.77,2.90,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",35,Andaman and Nicobar Islands,1.58,83.10,83.10,2.49,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",37,Andhra Pradesh,0.61,93.73,93.73,2.81,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",12,Arunachal Pradesh,0.79,91.72,91.72,2.75,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",18,Assam,0.74,92.36,92.36,2.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",10,Bihar,4.55,50.29,50.29,1.51,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",4,Chandigarh,2.65,71.22,71.22,2.14,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",22,Chhattisgarh,3.76,58.98,58.98,1.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,1.88,79.77,79.77,2.39,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",7,Delhi,0.39,96.15,96.15,2.88,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",30,Goa,3.63,60.40,60.40,1.81,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",24,Gujarat,0.28,97.35,97.35,2.92,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",6,Haryana,9.36,-2.79,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",2,Himachal Pradesh,5.03,45.04,45.04,1.35,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",1,Jammu and Kashmir,4.24,53.72,53.72,1.61,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",20,Jharkhand,5.44,40.52,40.52,1.22,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",29,Karnataka,6.80,25.51,25.51,0.77,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",32,Kerala,4.67,48.97,48.97,1.47,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",35,Ladakh,2.55,72.30,72.30,2.17,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",31,Lakshadweep,0.00,100.49,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",23,Madhya Pradesh,1.40,85.06,85.06,2.55,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",27,Maharashtra,7.31,19.80,19.80,0.59,orange,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",14,Manipur,3.27,64.43,64.43,1.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",17,Meghalaya,0.17,98.63,98.63,2.96,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",15,Mizoram,0.00,100.49,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",13,Nagaland,0.05,99.93,99.93,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
8,8.06,"Rioting per 100,000",21,Odisha,5.36,41.40,41.40,1.24,orange,NCRB(IPCCrimes-2022)/Census(2011)
